Modulo,Tipo,Nome API,Tipo Ritorno,Parametri,Descrizione e Dettagli
Misc,Metodo,MenuResponse,Void,text,Identifica l'indice per stringa e trasmette istantaneamente l'esito al server.
Misc,Metodo,MouseLocation,Point,N/A,Sniffa le posizioni in coordinate schermo per allineamenti UI matematici.2
Misc,Metodo,MouseMove,Void,"posX [Int32], posY [Int32]",Traslazione simulata passiva Win32 (evita rilevazioni bot rudimentali).
Misc,Metodo,NextContPosition,Void,"x [Int32], y [Int32]",Forza logica dell'assegnazione OSI client per inventari in cascata (looting).2
Misc,Metodo,NoOperation,Void,N/A,Implementa operazione dummy per preservazione cicli while minimali senza uso CPU (Nop logico).2
Misc,Metodo,NoRunStealthStatus,Boolean,N/A,Estrae parametro toggle anti-rilevamento per moduli di infiltrazione ladri.
Misc,Metodo,NoRunStealthToggle,Void,enable,Dinamicamente forza il cammino lento disattivando logiche pathfinder di corsa errate.2
Misc,Metodo,OpenPaperdoll,Void,N/A,Costringe caricamento inventario equip forzato (solo OSI).2
Misc,Metodo,Pause,Void,millisec [Int32],Astrazione di Thread.Sleep che non invalida il listener background degli agenti principali.2
Misc,Metodo,PetRename,Void,"serial [Mobile/Int32], name",Sfrutta l'override di protocollo per mutare etichetta associata al familiar sottomesso.2
Misc,Metodo,PlaySound,Void,"sound [Int32], x, y, z",Falso invio audio: produce rumore locale per alert fisici su script AFK.2
Misc,Metodo,QueryStringResponse,Void,"okcancel, response",Formula e chiude i menu modali di conferme incantesimi o donazioni server side.
Misc,Metodo,RazorDirectory,String,N/A,Navigazione assoluta delle risorse. Disaccoppia dipendenze su plugin injection come in ClassicUO.
Misc,Metodo,ReadSharedValue,Object,name,"Insieme a SetSharedValue, forma il core per pipeline inter-process communication di IronPython.2"
Misc,Metodo,RemoveLineInFile,Boolean,"fileName, lineOfData",Modifica distruttiva sicura per logfile attivi.2
Misc,Metodo,RemoveSharedValue,Void,name,Deallocazione chirurgica prevenendo memory leaks sulle hashset condivise.2
Misc,Metodo,ResetPrompt,Void,N/A,Previene loop condizionali di menu impallati lato server.
Misc,Metodo,ResponsePrompt,Void,text,Scavalca finestre di input testuale inviando l'ok passivo.
Misc,Metodo,Resync,Void,N/A,Essenziale dopo spostamenti via portali: costringe rigenerazione matriciale delle entità vicine svuotando cache corrotte.2
Misc,Metodo,RightMouseClick,Void,"xpos [Int32], ypos [Int32], clientCoords",Operazione affine per annullamenti UI o ispezioni fisiche Win32.
Misc,Metodo,ScriptCurrent,String,fullpath,"Restituisce la sorgente chiamante, basilare per librerie relative."
Misc,Metodo,ScriptIsSuspended,Boolean,scriptfile,Controllo diagnostico thread pool.2
Misc,Metodo,ScriptResume,Void,scriptfile,Decongela l'esecutore logico IronPython risvegliando il task.
Misc,Metodo,ScriptRun,Void,scriptfile,"Implementa chaining di script, chiamando master e servant per code complesse.2"
Misc,Metodo,ScriptStatus,Boolean,scriptfile,Verifica generica di esistenza task in grid.
Misc,Metodo,ScriptStop,Void,scriptfile,Interruzione letale e pulita del thread specificato.
Misc,Metodo,ScriptStopAll,Void,skipCurrent,Kill-switch d'emergenza asincrono per l'intera virtual machine script.2
Misc,Metodo,ScriptSuspend,Void,scriptfile,Congelamento dello state frame del thread.
Misc,Metodo,SendMessage,Void,"msg [Object], color [Int32], wait",Iniettore di logica debug locale mascherato esteticamente nel client UI. Supporta derivazioni multiple.2
Misc,Metodo,SendToClient,Void,keys,"Ponte di bypass per keystrokes (Ctrl, Alt) essenziale nei bypass su ClassicUO per comandi nativi.2"
Misc,Metodo,SetSharedValue,Void,"name, value [Object]",Sovrascrive o alloca lo spool di interscambio per architetture multi-macro.
Misc,Metodo,ShardName,String,N/A,Rileva il contesto geografico del server utile per conditional logic multipli shard.2
Misc,Metodo,UnIgnoreObject,Void,serial [UOEntity/Int32],Ripristina visibilità e iterabilità logica annullando isolamenti di IgnoreObject.
Misc,Metodo,UseContextMenu,Boolean,"serial [Int32], choice, delay [Int32]",Simula integralmente le procedure click UI su entità e risposte testuali in tempo nullo.2
Misc,Metodo,WaitForContext,List[Misc.Context],"serial [Item/Mobile/Int32], delay [Int32], showContext","Attendendo che il server restituisca gli array di opzioni (es. ""Acquista"", ""Vendi"") genera il contesto.2"
Misc,Metodo,WaitForMenu,Boolean,delay [Int32],Listener asincrono su pacchetti legacy UI per artigianato retrò.
Misc,Metodo,WaitForPrompt,Boolean,delay [Int32],Freeze logico che previene l'assenza di payload nel response prompt.
Misc,Metodo,WaitForQueryString,Boolean,delay [Int32],Identico uso limitato al menu testuale a tendina dei vendor free-shard.2
PacketLogger,Metodo,AddBlacklist,Void,packetID [Int32],Estrapola in base pre-parsing ed elide in runtime i nodi id per filtrare noise.2
PacketLogger,Metodo,AddTemplate,Void,packetTemplate,Inserisce definizioni JSON che forzano lo spatial parsing del logger su logiche private OSI.
PacketLogger,Metodo,AddWhitelist,Void,packetID [Int32],Approccio Zero-Trust che mostra solo stringhe diagnosticate per ID.
PacketLogger,Metodo,DiscardAll,Void,discardAll,Pone l'intercettatore in isolamento restrittivo (solo whitelist mostrata).2
PacketLogger,Metodo,DiscardShowHeader,Void,showHeader,Fornisce visibilità metadati scartando l'hex dump interno alleggerendo risorse CPU.
PacketLogger,Metodo,ListenPacketPath,Array,"packetPath, active","Determina asincronamente se deviare i byte ClientToServer, ServerToClient, o RazorToServer.2"
PacketLogger,Metodo,RemoveTemplate,Void,packetID [Int32],Rimuove lo spatial decoding per ripristinare il dump base.2
PacketLogger,Metodo,Reset,Void,N/A,Riporta le variabili interne asincrone di monitor allo stato di fabbrica (non offuscato).
PacketLogger,Metodo,SendToClient,Void,packetData [List],Scrive nativamente in ingresso. Ad esempio genera mostri visivi fittizi o UI estreme lato client.
PacketLogger,Metodo,SendToServer,Void,packetData [List],Altera l'input buffer ignorando il client interamente per trasmettere payload raw TCP.2
PacketLogger,Metodo,SetOutputPath,String,outputpath,Deriva la destinazione asincrona del dump di file continuo.2
PacketLogger,Metodo,Start,String,"outputpath, appendLogs",Crea lock di sistema per I/O e inizia la transcodifica byte in log ASCII.2
PacketLogger,Metodo,Stop,String,N/A,Sblocca IO lock salvando e disattivando l'aggancio socket.
PacketLogger.FieldTemplate,Proprietà,"fields, length, name, subpacket, type",Misto,N/A,"Astrazioni che definiscono i frammenti di estrazione complessi. Esempi di FieldType supportati per il decoding automatico JSON: BOOL, DUMP, FIELDS, HEX, INT, MODELID, PACKETID, SERIAL, SKIP, SUBPACKET, TEXT, UINT, UTF8.2"
Sound,Metodo,AddFilter,Void,"name, sounds [List[Int32]]",Maschera gli invii audio fastidiosi per facilitare il testing intensivo (es. cani o macchinari).
Sound,Metodo,Log,Void,activateLogging,Abilita il tracking per derivazione euristica di trigger (es. stealth detection).
Sound,Metodo,OnFilter,Void,"p, args [PacketHandlerEventArgs]",Gestione asincrona a basso livello.2
Sound,Metodo,RemoveFilter,Void,name,Ristabilisce il normale invio al client API audio locale.
Sound,Metodo,WaitForSound,Boolean,"sounds [List[Int32]], timeout [Int32]",Listener passivo privo di calcolo poligonale basato sui request 0x54 per trigger macro ad alte performance.
PathFinding,Metodo,GetPath,List,"dst_x [Int32], dst_y [Int32], ignoremob",Deriva la sequenza vettoriale più breve iterando nodi del grafo ostacoli.2
PathFinding,Metodo,Go,Boolean,r,Controlla la disponibilità topologica per un oggetto Route complesso asincrono.
PathFinding,Metodo,PathFindTo,Void,"x, y [Int32], z [Int32]",Forza l'avvio del calcolatore path interno inietando step sequenziali.2
PathFinding,Metodo,RunPath,Boolean,"path], timeout, debugMessage, useResync",Genera gli input camminata elaborando iterativamente l'array Tile.2
PathFinding,Metodo,Tile,Tile,"x [Int32], y [Int32]",Alloca staticamente una geometria Tile.
PathFinding.Route,Proprietà,"DebugMessage, IgnoreMobile, MaxRetry, Run, StopIfStuck, Timeout, UseResync, X, Y",Misto,N/A,"Dettagli di tuning del solutore: limiti massimi, forzatura ignoramento mostri attivi, sync in caso di fallback."
Statics,Metodo,CheckDeedHouse,Boolean,"x [Int32], y [Int32]",Verifica collisioni invisibili generate da strutture Multi (housing) essenziale per recall o costruzioni.2
Statics,Metodo,GetItemData,ItemData,StaticID [Int32],Ritorna il payload binario.2
Statics,Metodo,GetLandFlag,Boolean,"staticID [Int32], flagname","Identifica metadati flag: Impassable, Wet ecc.2"
Statics,Metodo,GetLandID,Int32,"x [Int32], y [Int32], map [Int32]",Isola il puntatore poligonale al suolo base crudo in mappa (0-5 facet).2
Statics,Metodo,GetLandName,String,StaticID [Int32],"Decodifica la classe testuale string (es. erba, fango)."
Statics,Metodo,GetLandZ,Int32,"x [Int32], y [Int32], map [Int32]",Ritorna la griglia altimetrica Z nuda senza ostacoli tridimensionali aggiunti.
Statics,Metodo,GetStaticsLandInfo,Statics.TileInfo,"x [Int32], y [Int32], map [Int32]",Assieme di entità fusa fornente l'oggetto d'analisi statico principale.2
Statics,Metodo,GetStaticsTileInfo,List,"x, y, map","Array composito per la lettura verticale di tutti i piani sovrapposti (tetto, pavimento) nella coordinata X,Y."
Statics,Metodo,GetTileFlag,Boolean,"StaticID [Int32], flagname","Valutazione booleana equivalente su strutture elevate o costruite (Surface, Bridge)."
Statics,Metodo,GetTileHeight,Int32,StaticID [Int32],Modificatore additivo al Z level calcolando l'ingombro del modello.
Statics,Metodo,GetTileName,String,StaticID [Int32],Metadato del nome del particolare blocco in-game (es. Wall of Stone).
Spells,Metodo,Cast,Void,"SpellName, target [UInt32], wait, waitAfter [Int32]",Proxy globale asincrono che invia ID pacchetto in parallelo al cursore atteso verso il target logico designato.2
Spells,Metodo,CastBushido,Void,"SpellName, wait, waitAfter","Incorpora le esecuzioni fisiche mascherate da spell (Confidence, Lightning Strike).2"
Spells,Metodo,CastChivalry,Void,"SpellName, target, wait, waitAfter","Associa abilità Paladino per targetting selettivo (Enemy Of One, Remove Curse)."
Spells,Metodo,CastCleric,Void,"SpellName, target, wait, waitAfter","Classe per server emulatori estesi con magie Cleriche (Bark Skin, Deadly Spores, Circle Of Thorns).2"
Spells,Metodo,CastDruid,Void,"SpellName, target, wait, waitAfter","Equivalente proxy per magia Druidica estesa su shard custom (Angelic Faith, Banish Evil)."
Spells,Metodo,CastLastSpell,Void,"target [UInt32], wait",Ottimizzazione estrema che utilizza buffer logici del client bypassando selezioni testuali incantesimi.
Spells,Metodo,CastLastSpellLastTarget,Void,N/A,Massima performance inviando comando e memoria ultima in un burst TCP singolo.
Spells,Metodo,CastMagery,Void,"SpellName, target, wait, waitAfter",Accesso esplicito catalogato alla magia nativa originale da Circle 1 a 8.2
Spells,Metodo,CastMastery,Void,"SpellName, target, wait, waitAfter","Gestione tempi di cast prolungati ed interazioni speciali (Inspire, Ethereal Blast) per le abilità attive di sistema Mastery."
Spells,Metodo,CastMysticism,Void,"SpellName, target, wait, waitAfter","Proxy per magie elementali complesse a base Mysticism (Rising Colossus, Spell Plague)."
Spells,Metodo,CastNecro,Void,"SpellName, target, wait, waitAfter",Gestisce forme alternative che cambiano Graphic ID del Player ostacolando targetting base (Wraith Form).2
Spells,Metodo,CastNinjitsu,Void,"SpellName, target, wait, waitAfter","Spell basati sull'illusione anatomica o mobilità (Animal Form, Mirror Image)."
Spells,Metodo,CastSpellweaving,Void,"SpellName, target, wait, waitAfter","Gestione di timing curativi (Gift of Renewal, Word of Death) su alleati o nemici in punto di morte.2"
Spells,Metodo,ExportSpellsToJson,Void,N/A,Permette la personalizzazione dei delay incantesimi e ID scrivendo profili CustomSpells modificabili offline.2
Spells,Metodo,Interrupt,Void,N/A,Genera forzatamente disarmo lampo per innescare errore logico annullando il ritardo di esecuzione dello spell in volo.
Target,Metodo,AttackTargetFromList,Void,target_name,Delega al filtro UI interno Razor il compito di individuare ostilità conformi a profili grafici.
Target,Metodo,Cancel,Void,N/A,Simula pacchetto Escape per rimozione lock client UI.2
Target,Metodo,ClearLast,Void,N/A,Esegue purging per non cross-focalizzare per sbaglio guarigioni su cadaveri precedenti.
Target,Metodo,ClearLastAttack,Void,N/A,Pulisce focus per prevenire swing passivi fatali.
Target,Metodo,ClearLastandQueue,Void,N/A,Resetta integralmente logica di accumulo.
Target,Metodo,ClearQueue,Void,N/A,Elimina sequenze multiple caricate in spool.
Target,Metodo,GetLast,Int32,N/A,Richiama in formato uint il puntatore di memoria bersaglio precedente.2
Target,Metodo,GetLastAttack,Int32,N/A,Identico per entità ostile focale.
Target,Metodo,GetTargetFromList,Mobile,target_name,Itera logiche di calcolo del modulo UI e restituisce oggetto referenziato Mobile.2
Target,Metodo,HasTarget,Boolean,targetFlag,"Identifica se cursore attivo (se specificato flag controlla Beneficial, Harmful, Neutral)."
Target,Metodo,Last,Void,N/A,Proxy esecutivo.
Target,Metodo,LastQueued,Void,N/A,Pone in attesa passiva evitando overhead e iniettando target solo ad apparizione cursore.2
Target,Metodo,LastUsedObject,Int32,N/A,Restituisce parametro utile a riutilizzare bende o daggers di taglio macro (UOA compatible).
Target,Metodo,PerformTargetFromList,Void,target_name,Equivalente UI filter.
Target,Metodo,PromptGroundTarget,Point3D,"message, color [Int32]","Arresta l'automazione in attesa che utente confermi input XYZ, ritornando Point geometrico (es. evocazioni ostacoli).2"
Target,Metodo,PromptTarget,Int32,"message, color [Int32]",Attende iterazione mouse su seriale identificabile ritornandone uint32 per logica.2
Target,Metodo,Self,Void,N/A,Iniettare puntatore identitario per self-casting rapido.
Target,Metodo,SelfQueued,Void,N/A,Accodamento invisibile pre-cast.
Target,Metodo,SetLast,Void,"serial [Int32], wait",Sovrascrive il reference salvato programmaticamente bypassando selezioni fisiche.
Target,Metodo,SetLastTargetFromList,Void,target_name,Utilizza profilazione GUI.
Target,Metodo,TargetExecute,Void,"x [Int32], y [Int32], z [Int32], StaticID [Int32]","Forza esecuzione bruta su entità precise non limitate, incluse intere posizioni coordinate.2"
Target,Metodo,TargetExecuteRelative,Void,"mobile [Mobile], offset [Int32]",Calcola derivata vettoriale (distanza posizionale frontale) utile per campi di fuoco posizionati tatticamente.
Target,Metodo,TargetResource,Void,"item_serial [Int32], resource_number","Funzione d'automazione craft o gathering, itera l'item per estrarre legno/roccia.2"
Target,Metodo,TargetType,Boolean,"graphic, color, range, selector, notoriety",Trova match logico in tile ridotti senza overhead di iterazioni Mobile lunghe.
Target,Metodo,WaitForTarget,Boolean,"delay [Int32], noshow","Mette in sleep attesa per massimizzare timing frame, se noshow oscura UI cursore per fluidità visiva.2"
Target,Metodo,WaitForTargetOrFizzle,Boolean,"delay [Int32], noshow","Modulazione ottimizzata del blocco: risveglia script anche su arrivo fallimento incantesimo, evitando stalli fatali di latenza."
Trade,Metodo,Accept,Boolean,"TradeID [Int32], accept","Genera pacchetto check, assicurando il toggle indipendentemente dalle azioni utente UI.2"
Trade,Metodo,Cancel,Boolean,TradeID [Int32],Evita esploit rigettando finestre di compravendita interrotte asincronamente.
Trade,Metodo,Offer,Boolean,"TradeID, gold [Int32], platinum [Int32], quiet",Altera l'offerta bypassando limiti mouse inserendo moneta da backend per compravendite rapide e massicce.
Trade,Metodo,TradeList,List,N/A,Fornisce pool vettoriale che espone lo stato isolato di ciascun accordo in corso nel client.
Trade.TradeData,Proprietà,"AcceptMe, AcceptTrader, ContainerMe, ContainerTrader, GoldMax, GoldMe, GoldTrader, LastUpdate, NameTrader, PlatinumMax, PlatinumMe, PlatinumTrader, SerialTrader, TradeID",Misto,N/A,Dettagli incapsulati per sicurezza: garantiscono lo storico in memoria permettendo l'analisi logica per bloccare furti di Platinum nascosto visivamente all'ultimo secondo di tick.2
Vendor,Metodo,Buy,Boolean,"vendorSerial [Int32], itemName, amount [Int32], maxPrice [Int32]","Operatore base asincrono d'acquisizione. Effettua l'iterazione sulle code Vendor Gump, comparando itemName, disponibilità matematica di amount e forzando il maxPrice per arginare iper-inflazioni sui player vendor."
Vendor,Metodo,BuyList,List,vendorSerial [Int32],Sonda lo snapshot dell'ultima transazione per validazione inventario e logging di cassa continuo.2
Vendor,Proprietà,"LastBuyList, LastResellList",List[Item],N/A,Accumulatore vettoriale che funge da ricevuta di contabilità per script di mercato.2
Vendor.BuyItem,Proprietà,"Amount, ItemID, Name, Price, Serial",Misto,N/A,Identificativi isolati della ricevuta utile a dissezionare item per item i saldi decurtati in transazioni aggregate.
